,Name,SafetyGrade,ZIP,Latitude,Longitude,Distance,Address
2014,Chan Soon-Shiong Medical Center at Windber,C,15963,40.241978,-78.838278,5631.0197454119,"600 Somerset Avenue, Windber, PA 15963-1331"
2015,Chestnut Hill Hospital,C,19118,40.0794665,-75.2122987,5440.0070037911,"8835 Germantown Avenue, Philadelphia, PA 19118-2718"
2016,Delaware County Memorial Hospital,C,19026,39.9546974,-75.283626,5442.2890882739,"501 North Lansdowne Avenue, Drexel Hill, PA 19026-1114"
2017,Einstein Medical Center Philadelphia,C,19141,40.0368212,-75.1435062,5435.9261752053,"5501 Old York Road, Philadelphia, PA 19141-3098"
2018,Evangelical Community Hospital,C,17837,40.9795926,-76.8864161,5536.7043928558,"One Hospital Drive, Lewisburg, PA 17837-9350"
2019,Excela Health Frick Hospital,C,15666,40.1455885,-79.5493678,5667.4520102957,"508 South Church St, Mount Pleasant, PA 15666-1790"
2020,Grand View Health,C,18960,40.363583,-75.326214,5449.2173431578,"700 Lawn Avenue, Sellersville, PA 18960-1576"
2021,Lehigh Valley Hospital - Schuylkill,C,17901,40.691009,-76.186822,5497.4911022822,"700 East Norwegian St, Pottsville, PA 17901"
2022,Mount Nittany Medical Center,C,16803,40.8190073,-77.8434482,5584.5417098475,"1800 East Park Avenue, State College, PA 16803"
2023,Nazareth Hospital,C,19152,40.0588411,-75.0421637,5430.9000711792,"2601 Holme Avenue, Philadelphia, PA 19152-2096"
2024,Penn Highlands Huntingdon,C,16652,40.4930697,-78.014318,5590.3044219782,"1225 Warm Springs Avenue, Huntingdon, PA 16652-2398"
2025,Penn Highlands Mon Valley,C,15063,40.1815373,-79.9112996,5686.7207611445,"1163 Country Club Road, Monongahela, PA 15063-1095"
2026,Penn State Health Milton S. Hershey Medical Center,C,17033,40.2640375,-76.6766783,5518.3587342209,"500 University Drive, Hershey, PA 17033-0850"
2027,Penn State Health St. Joseph Medical Center,C,19605,40.3767202,-75.9777029,5483.1974860315,"2500 Bernville Road, Reading, PA 19605"
2028,Pottstown Hospital,C,19464,40.2427076,-75.6120612,5462.6905370861,"1600 East High Street, Pottstown, PA 19464-5008"
2029,Punxsutawney Area Hospital,C,15767,40.961282,-78.999735,5645.7044466061,"81 Hillcrest Drive, Punxsutawney, PA 15767-2616"
2030,Sharon Regional Medical Center,C,16146,41.2329894,-80.4956484,5725.2610895768,"740 East State Street, Sharon, PA 16146-3395"
2031,St. Mary Medical Center,C,19047,40.201068,-74.927487,5426.6048019247,"1201 Langhorne-Newtown Road, Langhorne, PA 19047"
2032,Uniontown Hospital,C,15401,39.901797,-79.738542,5675.4263815312,"500 West Berkeley Street, Uniontown, PA 15401-5596"
2033,UPMC Carlisle,C,17015,40.1834338,-77.2231033,5546.0418046852,"361 Alexander Spring Road, Carlisle, PA 17015-6940"
2034,UPMC Susquehanna - Lock Haven,C,17745,41.13189,-77.470222,5568.3412525294,"24 Cree Drive, Lock Haven, PA 17745-2699"
2035,Warren General Hospital,C,16365,41.843272,-79.154769,5661.3884485142,"2 Crescent Park West, Warren, PA 16365-0068"
2036,Wayne Memorial Hospital,C,18431,41.5767169,-75.2602515,5460.041179247,"601 Park Street, Honesdale, PA 18431-1498"
2037,Wilkes-Barre General Hospital,C,18764,41.2584151,-75.8666314,5487.3201799644,"575 North River Street, Wilkes-Barre, PA 18764-0001"
2038,Crozer Chester Medical Center,D,19013,39.856341,-75.367874,5445.5666505244,"One Medical Center Boulevard, Upland, PA 19013-3995"
2039,DLP Conemaugh Memorial Medical Center,D,15905,40.3055274,-78.9191284,5635.8011224961,"1086 Franklin Street, Johnstown, PA 15905-4398"
2040,Heritage Valley Kennedy,D,15136,40.472755,-80.090742,5698.392201192,"25 Heckel Road, Mckees Rocks, PA 15136-1694"
2041,Millcreek Community Hospital,D,16509,42.0742902,-80.0922523,5711.1359590563,"5515 Peach Street, Erie, PA 16509-2695"
2042,Phoenixville Hospital,D,19460,40.123546,-75.51501,5456.2880091597,"140 Nutt Road, Phoenixville, PA 19460-3900"
2043,Springfield Hospital,D,19064,39.9225617,-75.3503933,5445.408685039,"190 West Sproul Road, Springfield, PA 19064"
2044,Taylor Hospital,D,19078,39.8809479,-75.317678,5443.2226260495,"175 East Chester Pike, Ridley Park, PA 19078"
2045,Berwick Hospital Center,G,18603,41.0711307,-76.2317715,5503.9749491424,"701 East 16th Street, Berwick, PA 18603-2397"
2046,Highlands Hospital,G,15425,40.0228649,-79.5861244,5668.383242555,"401 East Murphy Avenue, Connellsville, PA 15425-2700"
2047,Kent Hospital,A,02886,41.7053049,-71.4781331,5270.245710484,"455 Toll Gate Rd, Warwick, RI 02886-2770"
2048,Landmark Medical Center,A,02895,42.0047078,-71.4958961,5275.6483301749,"115 Cass Avenue, Woonsocket, RI 02895-4731"
2049,South County Hospital,A,02879,41.431476,-71.496478,5267.0682129399,"100 Kenyon Avenue, Wakefield, RI 02879-4299"
2050,Newport Hospital,B,02840,41.497352,-71.306187,5258.4418380538,"11 Friendship Street, Newport, RI 02840-2299"
2051,The Miriam Hospital,B,02906,41.851722,-71.398257,5268.438191784,"164 Summit Avenue, Providence, RI 02906"
2052,Our Lady of Fatima Hospital,C,02904,41.855742,-71.45945,5271.5717791449,"200 High Service Avenue, North Providence, RI 02904"
2053,Rhode Island Hospital,C,02903,41.8112205,-71.4110918,5268.4702265383,"593 Eddy Street, Providence, RI 02903-4900"
2054,Roger Williams Medical Center,C,02908,41.8349512,-71.435361,5270.0480659162,"825 Chalkstone Avenue, Providence, RI 02908-4735"
2055,Westerly Hospital,C,02891,41.361942,-71.8247264,5282.6574146762,"25 Wells Street, Westerly, RI 02891-2934"
2056,AnMed Health Medical Center,A,29621,34.5115572,-82.6464079,5799.8232717312,"800 N. Fant Street, Anderson, SC 29621-5793"
2057,Beaufort Memorial Hospital,A,29902,32.4169762,-80.6876069,5675.6594383306,"955 Ribaut Road, Beaufort, SC 29902-5441"
2058,Bon Secours St. Francis Hospital,A,29414,32.8085171,-80.0423829,5640.7308445074,"2095 Henry Tecklenburg Drive, Charleston, SC 29414-5733"
2059,Carolina Pines Regional Medical Center,A,29550,34.350195,-80.104716,5654.5633261187,"1304 W. BoBo Newsom Highway, Hartsville, SC 29550-4710"
2060,Colleton Medical Center,A,29488,32.923153,-80.6698399,5677.7166122374,"501 Robertson Boulevard, Walterboro, SC 29488-5714"
2061,East Cooper Medical Center,A,29464,32.8212992,-79.8506277,5629.7320757572,"2000 Hospital Drive, Mount Pleasant, SC 29464-3294"
2062,Grand Strand Regional Medical Center,A,29572,33.7585214,-78.8201676,5577.1954955501,"809 82nd Parkway, Myrtle Beach, SC 29572-4607"
2063,Hilton Head Hospital,A,29926,32.223249,-80.714439,5676.0528356236,"25 Hospital Center Boulevard, Hilton Head Island, SC 29926"
2064,McLeod Health Clarendon,A,29102,33.6878776,-80.2118813,5656.2509271499,"10 E Hospital St, Manning, SC 29102-0550"
2065,Mount Pleasant Hospital,A,29466,32.8775567,-79.7692508,5625.4082405515,"3500 Hwy 17 North, Mt. Pleasant, SC 29466-9123"
2066,MUSC Health - Florence Medical Center,A,29505,34.1601927,-79.7518232,5633.205261963,"805 Pamplico Highway, Florence, SC 29505-6050"
2067,Pelham Medical Center,A,29651,34.8618174,-82.2164915,5777.2935570007,"250 Westmoreland Road, Greer, SC 29651"
2068,Prisma Health Baptist,A,29220,34.0073172,-81.0333699,5705.2116840909,"1330 Taylor Street, Columbia, SC 29220-0001"
2069,Prisma Health Baptist Parkridge,A,29212,34.0875477,-81.1604196,5712.9412869188,"400 Palmetto Health Parkway, Columbia, SC 29212-1760"
2070,Prisma Health Greenville Memorial Hospital,A,29605,34.8192557,-82.411677,5788.1028086093,"701 Grove Road, Greenville, SC 29605-4210"
2071,Prisma Health Greer Memorial Hospital,A,29650,34.9201174,-82.2440429,5779.163597977,"830 S. Buncombe Road, Greer, SC 29650-2400"
2072,Prisma Health Hillcrest Hospital,A,29681,34.7200937,-82.2482689,5778.3313437105,"729 SE Main Street, Simpsonville, SC 29681-3218"
2073,Prisma Health Oconee Memorial Hospital,A,29672,34.6951751,-82.9870176,5820.0493458015,"298 Memorial Drive, Seneca, SC 29672-9443"
2074,Prisma Health Tuomey Hospital,A,29150,33.9235986,-80.3430097,5665.2903877796,"129 N. Washington Street, Sumter, SC 29150-4983"
2075,Roper Hospital,A,29401,32.7831264,-79.9494129,5635.1890080804,"316 Calhoun Street, Charleston, SC 29401-1125"
2076,Self Regional Healthcare,A,29646,34.1757748,-82.1573663,5770.2635288674,"1325 Spring Street, Greenwood, SC 29646-3860"
2077,Coastal Carolina Hospital,B,29927,32.3140845,-81.0553017,5696.4287584163,"1000 Medical Center Drive, Hardeeville, SC 29927"
2078,Lexington Medical Center,B,29169,34.0060214,-81.1143005,5709.8212642223,"2720 Sunset Boulevard, West Columbia, SC 29169-4816"
2079,McLeod Health Dillon,B,29536,34.4214548,-79.3649891,5613.1064644095,"301 E. Jackson Street, Dillon, SC 29536-2509"
2080,MUSC Health Kershaw Medical Center,B,29020,34.253116,-80.590929,5681.5468964448,"1315 Roberts Street, Camden, SC 29020-3737"
2081,Newberry County Memorial Hospital,B,29108,34.2882805,-81.6056672,5739.4725787405,"2669 Kinard Street, Newberry, SC 29108-0497"
2082,Piedmont Medical Center,B,29732,34.956853,-81.05266,5712.1366752544,"222 S. Herlong Avenue, Rock Hill, SC 29732-1952"
2083,Prisma Health Baptist Easley Hospital,B,29640,34.841105,-82.6067875,5799.2499727323,"200 Fleetwood Drive, Easley, SC 29640-2076"
2084,Prisma Health Laurens County Hospital,B,29325,34.480068,-81.941319,5759.6255076348,"22725 Highway 76 East, Clinton, SC 29325-7527"
2085,Roper St. Francis Hospital - Berkeley,B,29486,33.0686735,-80.0954119,5645.4953088014,"100 Callen Blvd, Summerville, SC 29486-2807"
2086,St. Francis Eastside,B,29615,34.8510328,-82.3233808,5783.2777901593,"125 Commonwealth Drive, Greenville, SC 29615"
2087,St. Francis Hospital - Downtown,B,29601,34.84038,-82.4216866,5788.7795009987,"1 St. Francis Drive, Greenville, SC 29601-3207"
2088,Summerville Medical Center,B,29485,32.964801,-80.157387,5648.392081878,"295 Midland Parkway, Summerville, SC 29485"
2089,Tidelands Waccamaw Community Hospital,B,29576,33.5605114,-79.0428567,5588.4523325352,"4070 Highway 17 South, Murrells Inlet, SC 29576"
2090,Trident Medical Center,B,29406,32.9758743,-80.0728124,5643.5839877683,"9330 Medical Plaza Drive, Charleston, SC 29406-9195"
2091,Aiken Regional Medical Centers,C,29801,33.5712405,-81.7618444,5744.3670742312,"302 University Parkway, Aiken, SC 29801-2757"
2092,Conway Medical Center,C,29526,33.78555,-79.0017843,5587.7669054968,"300 Singleton Ridge Road, Conway, SC 29526-9175"
2093,McLeod Health Cheraw,C,29520,34.695385,-79.919357,5646.4328553865,"711 Chesterfield Highway, Cheraw, SC 29520"
2094,McLeod Loris,C,29569,34.0575257,-78.8986202,5583.9229705061,"3655 Mitchell Street, Loris, SC 29569-9601"
2095,McLeod Regional Medical Center of the Pee Dee,C,29502,34.1970402,-79.7581303,5633.8210809249,"555 E. Cheves Street, Florence, SC 29502-2617"
2096,McLeod Seacoast,C,29566,33.865189,-78.663848,5569.0879289089,"4000 Highway 9 East, Little River, SC 29566"
2097,Medical University of South Carolina University Medical Center,C,29425,32.7843217,-79.9469178,5635.0526323989,"171 Ashley Ave, Charleston, SC 29425"
2098,MUHA Columbia Medical Center Downtown,C,29204,34.0141917,-81.0132485,5704.1055885963,"2435 Forest Drive, Columbia, SC 29204-2098"
2099,MUSC Health - Lancaster Medical Center,C,29720,34.717873,-80.788438,5695.7143479918,"800 W. Meeting Street, Lancaster, SC 29720-2298"
2100,MUSC Health - Marion Medical Center,C,29574,34.1866349,-79.3254043,5609.1492539102,"2829 E. Highway 76, Mullins, SC 29574-6035"
2101,MUSC Health Columbia Medical Center Northeast,C,29203,34.1035354,-80.9581148,5701.5084736574,"120 Gateway Corporate Blvd, Columbia, SC 29203"
2102,Prisma Health Richland,C,29203,34.027893,-81.031944,5705.2553568001,"5 Richland Medical Park Drive, Columbia, SC 29203-6897"
2103,Spartanburg Medical Center,C,29303,34.9671629,-81.940232,5762.2695065028,"101 E. Wood Street, Spartanburg, SC 29303-3016"
2104,Spartanburg Medical Center - Mary Black Campus,C,29307,34.9777663,-81.8943744,5759.7413069775,"1700 Skylyn Drive, Spartanburg, SC 29307-1061"
2105,Tidelands Georgetown Memorial Hospital,C,29440,33.3798725,-79.284328,5600.9818746189,"606 Black River Road, Georgetown, SC 29440-3304"
2106,Regional Medical Center of Orangeburg and Calhoun Counties,D,29118,33.5401756,-80.8306233,5690.7611750968,"3000 St. Matthews Road, Orangeburg, SC 29118-1470"
2107,Cherokee Medical Center,G,29340,35.0899113,-81.6344724,5745.7302431341,"1530 N. Limestone Street, Gaffney, SC 29340-4738"
2108,Sanford USD Medical Center,A,57117,43.5356179,-96.7431672,6555.4710417974,"1305 West 18th Street, Sioux Falls, SD 57117"
2109,Avera Sacred Heart Hospital,B,57078,42.8725156,-97.4068577,6592.6533176212,"501 Summit Avenue, Yankton, SD 57078-3899"
2110,Avera St. Luke's Hospital,B,57401,45.4616289,-98.4782727,6628.1824139334,"305 South State Street, Aberdeen, SD 57401"
2111,Monument Health Rapid City Hospital,B,57701,44.0573738,-103.2252892,6871.9030336994,"353 Fairmont Boulevard, Rapid City, SD 57701-7393"
2112,Avera McKennan Hospital and University Health Center,C,57105,43.5338151,-96.7149063,6554.0702705135,"1325 South Cliff Avenue, Sioux Falls, SD 57105-1007"
2113,Avera Queen of Peace Hospital,C,57301,43.7139483,-98.0075197,6617.3570250141,"525 North Foster Street, Mitchell, SD 57301"
2114,Avera St Mary's Hospital,C,57501,44.361914,-100.3450187,6727.7273375178,"801 East Sioux Avenue, Pierre, SD 57501-3313"
2115,Monument Health Spearfish Hospital,C,57783,44.4980109,-103.8611419,6897.8716130072,"1440 North Main Street, Spearfish, SD 57783-1504"
2116,Prairie Lakes Healthcare System,C,57201,44.9110705,-97.1208635,6566.073948416,"401 9th Avenue NW, Watertown, SD 57201"
2117,Sanford Aberdeen Medical Center,C,57401,45.4630785,-98.4460604,6626.6196063162,"2905 3rd Avenue SE, Aberdeen, SD 57401-5420"
2118,Brookings Health System,G,57006,44.3079003,-96.7664691,6552.2576225037,"300 22nd Avenue, Brookings, SD 57006-2496"
2119,Baptist Memorial Hospital - Carroll County,A,38344,36.022853,-88.412037,6129.3704915414,"631 RB Wilson Drive, Huntingdon, TN 38344-1727"
2120,Baptist Memorial Hospital - Union City,A,38261,36.4144032,-89.044725,6164.9877642607,"1201 Bishop Street, Union City, TN 38261-5403"
2121,Claiborne Medical Center,A,37879,36.4529319,-83.572515,5861.1757257526,"1850 Old Knoxville Road, Tazewell, TN 37879-3625"
2122,Fort Loudoun Medical Center,A,37772,35.824977,-84.270046,5897.2987431841,"550 Fort Loudoun Medical Center Drive, Lenoir City, TN 37772-5673"
2123,LeConte Medical Center,A,37862,35.8556888,-83.535644,5856.3791801159,"742 Middle Creek Road, Sevierville, TN 37862-5019"
2124,Maury Regional Hospital,A,38401,35.606993,-87.0665466,6053.3458218435,"1224 Trotwood Avenue, Columbia, TN 38401-4802"
2125,Memorial Hixson Hospital,A,37343,35.12498,-85.237854,5949.1003597372,"2051 Hamill Road, Hixson, TN 37343"
2126,Memorial Hospital Chattanooga,A,37404,35.0410165,-85.2605241,5950.1038319442,"2525 deSales Avenue, Chattanooga, TN 37404-1161"
2127,Methodist Le Bonheur Germantown Hospital,A,38138,35.08953,-89.808175,6207.2555212685,"7691 Poplar Avenue, Germantown, TN 38138"
2128,Methodist South Hospital,A,38116,35.0323903,-90.020441,6219.2564046596,"1300 Wesley Drive, Memphis, TN 38116"
2129,Morristown-Hamblen Healthcare System,A,37814,36.2131188,-83.3055267,5845.223677724,"908 West Fourth North Street, Morristown, TN 37814-3894"
2130,Parkridge Medical Center,A,37404,35.034666,-85.267349,5950.468628116,"2333 McCallie Avenue, Chattanooga, TN 37404-3258"
2131,Roane Medical Center,A,37748,35.8888114,-84.5555575,5913.5124305062,"8045 Roane Medical Center Drive, Harriman, TN 37748"
2132,Southern Tennessee Regional Health System - Winchester,A,37398,35.1762516,-86.0898239,5997.3374095695,"185 Hospital Road, Wnchester, TN 37398-2404"
2133,Southern Tennessee Regional Health Systems Pulaski,A,38478,35.191983,-87.0060522,6049.0809500372,"1265 E. College Street, Pulaski, TN 38478-4500"
2134,Sumner Regional Medical Center,A,37066,36.389814,-86.433895,6019.8076248462,"555 Hartsville Pike, Gallatin, TN 37066-2449"
2135,Tennova - North Knoxville Medical Center,A,37849,36.0536933,-83.9977545,5883.0461378608,"7565 Dannaher Drive, Powell, TN 37849"
2136,Tennova - Turkey Creek Medical Center,A,37934,35.8984768,-84.1444982,5890.5826184794,"10820 Parkside Drive, Knoxville, TN 37934"
2137,Tennova Newport Medical Center,A,37821,35.9642812,-83.1821497,5837.1552302118,"435 2nd Street, Newport, TN 37821-3799"
2138,The University of Tennessee Medical Center,A,37920,35.9403083,-83.9423405,5879.4691850463,"1924 Alcoa Highway, Knoxville, TN 37920-6900"
2139,Tristar Centennial Medical Center,A,37203,36.1537564,-86.8092298,6040.1323666102,"2300 Patterson Street, Nashville, TN 37203-1528"
2140,Tristar Hendersonville Medical Center,A,37075,36.3250026,-86.6216089,6030.0844161087,"355 New Shackle Island Road, Hendersonville, TN 37075-2479"
2141,Tristar Horizon Medical Center,A,37055,36.0720915,-87.3735662,6071.447660672,"111 Highway 70 E., Dickson, TN 37055-2080"
2142,Tristar Skyline Medical Center,A,37207,36.2450139,-86.7497433,6037.0270363812,"3441 Dickerson Pike, Nashville, TN 37207-2539"
2143,TriStar Southern Hills Medical Center,A,37211,36.0764122,-86.7215091,6035.061197155,"391 Wallace Road, Nashville, TN 37211-4859"
2144,TriStar StoneCrest Medical Center,A,37167,35.9750923,-86.5655945,6026.1130621281,"200 StoneCrest Boulevard, Smyrna, TN 37167-6810"
2145,TriStar Summit Medical Center,A,37076,36.1763896,-86.6081411,6028.9755824608,"5655 Frist Boulevard, Hermitage, TN 37076-2053"
2146,Vanderbilt Tullahoma-Harton Hospital,A,37388,35.382151,-86.2315519,6005.8760258431,"1801 N. Jackson Street, Tullahoma, TN 37388"
2147,Vanderbilt University Hospital,A,37232,36.1424994,-86.8015241,6039.6771075703,"1211 Medical Center Dr., Nashville, TN 37232-2102"
2148,Ascension Saint Thomas Midtown Hospital,B,37236,36.1539357,-86.8024829,6039.756597248,"2000 Church Street, Nashville, TN 37236-0002"
2149,Ascension Saint Thomas West Hospital,B,37205,36.1293178,-86.8444772,6042.0427494574,"4220 Harding Road, Nashville, TN 37205-2095"
2150,Blount Memorial Hospital,B,37804,35.7559386,-83.9580382,5879.5574963362,"907 E. Lamar Alexander Parkway, Maryville, TN 37804-5016"
2151,Cumberland Medical Center,B,38555,35.9391697,-85.018647,5939.5738878182,"421 South Main Street, Crossville, TN 38555-5031"
2152,Fort Sanders Regional Medical Center,B,37916,35.957471,-83.936595,5879.2222207669,"1901 Clinch Avenue, Knoxville, TN 37916-2307"
2153,Franklin Woods Community Hospital,B,37604,36.336104,-82.4020472,5795.6668374528,"300 Med Tech Parkway, Johnson City, TN 37604-2277"
2154,Henry County Medical Center,B,38242,36.2959904,-88.3117973,6124.0981332165,"301 Tyson Avenue, Paris, TN 38242-4544"
2155,Indian Path Community Hospital,B,37660,36.5509171,-82.5143434,5803.0525532076,"2000 Brookside Drive, Kingsport, TN 37660-4627"
2156,Lincoln Medical Center,B,37334,35.1495469,-86.5558712,6023.5745642973,"106 Medical Center Boulevard, Fayetteville, TN 37334-2684"
2157,Methodist Medical Center of Oak Ridge,B,37830,36.0255901,-84.2418411,5896.5400864949,"990 Oak Ridge Turnpike, Oak Ridge, TN 37830-6976"
2158,Methodist North Hospital,B,38128,35.234017,-89.892171,6212.0148995085,"3960 New Covington Pike, Memphis, TN 38128"
2159,Parkridge East Hospital,B,37412,34.998737,-85.218966,5947.615661635,"941 Spring Creek Road, Chattanooga, TN 37412"
2160,Parkwest Medical Center,B,37923,35.9171266,-84.100877,5888.2236506486,"9352 Park West Boulevard, Knoxville, TN 37923-4325"
2161,Sweetwater Hospital Association,B,37874,35.6002242,-84.4642559,5907.2829807626,"304 Wright Street, Sweetwater, TN 37874-2897"
2162,Tennova - LaFollette Medical Center,B,37766,36.388947,-84.111835,5890.8153232038,"923 E. Central Avenue, La Follette, TN 37766-3106"
2163,Tennova Healthcare - Cleveland Main Campus,B,37311,35.1773113,-84.868727,5928.4539984008,"2305 Chambliss Avenue, Cleveland, TN 37311"
2164,Tennova Healthcare Jefferson Memorial Hospital,B,37760,36.1065542,-83.5190313,5856.6051809149,"110 Hospital Drive, Jefferson City, TN 37760-5281"
2165,Ascension Saint Thomas Rutherford Hospital,C,37129,35.8607437,-86.4243423,6017.9309780714,"1700 Medical Center Parkway, Murfreesboro, TN 37129"
2166,Baptist Memorial Hospital of Collierville,C,38017,35.0496305,-89.714581,6201.9564759863,"1500 W. Poplar Avenue, Collierville, TN 38017-0601"
2167,Baptist Memorial Hospital of Memphis,C,38120,35.1296682,-89.8616512,6210.2825502529,"6019 Walnut Grove Road, Memphis, TN 38120-2173"
2168,Cookeville Regional Medical Center,C,38501,36.1712056,-85.5093828,5967.7325190005,"1 Medical Center Boulevard, Cookeville, TN 38501-1795"
2169,Dyersburg Hospital,C,38024,36.048535,-89.380182,6183.4768511347,"400 East Tickle Street, Dyersburg, TN 38024-3120"
2170,Erlanger Baroness Hospital,C,37403,35.050682,-85.288233,5951.7010446759,"975 E. 3rd Street, Chattanooga, TN 37403"
2171,Erlanger East Hospital,C,37421,35.0210955,-85.1605066,5944.38588291,"1751 Gunbarrel Road, Chattanooga, TN 37421"
2172,Greeneville Community Hospital East,C,37745,36.175613,-82.790329,5816.3859614688,"1420 Tusculum Boulevard, Greeneville, TN 37745"
2173,Holston Valley Medical Center,C,37660,36.5540128,-82.5548303,5805.3094385029,"130 W. Ravine Road, Kingsport, TN 37660"
2174,Jackson-Madison County General Hospital,C,38301,35.639061,-88.832071,6152.5226795678,"620 Skyline Drive, Jackson, TN 38301"
2175,Johnson City Medical Center,C,37604,36.3077445,-82.3842498,5794.5247022437,"400 N. State of Franklin Road, Johnson City, TN 37604-6094"
2176,Saint Francis Hospital - Bartlett,C,38133,35.2070546,-89.8004256,6206.8337059857,"2986 Kate Bond Road, Bartlett, TN 38133-4003"
2177,Saint Francis Hospital - Memphis,C,38119,35.0982343,-89.8646229,6210.44751554,"5959 Park Avenue, Memphis, TN 38119-5198"
2178,Saint Thomas River Park Hospital,C,37110,35.700143,-85.742779,5979.3161083013,"1559 Sparta Street, McMinnville, TN 37110-1316"
2179,Southern Tennessee Regional Health System - Lawrenceburg,C,38464,35.2188281,-87.3376066,6067.8433249636,"1607 S. Locust Avenue, Lawrenceburg, TN 38464-4011"
2180,Starr Regional Medical Center,C,37303,35.441017,-84.607273,5914.7024415996,"1114 W. Madison Avenue, Athens, TN 37303-4150"
2181,Sycamore Shoals Hospital,C,37643,36.3460258,-82.2497177,5787.2708176477,"1501 W. Elk Avenue, Elizabethton, TN 37643-2874"
2182,Tennova Healthcare-Clarksville,C,37040,36.581991,-87.270503,6066.6889416068,"651 Dunlop Lane, Clarksville, TN 37040-5015"
2183,TriStar NorthCrest Medical Center,C,37172,36.479272,-86.886317,6045.1546431636,"100 Northcrest Drive, Springfield, TN 37172-3961"
2184,Vanderbilt Wilson County Hospital,C,37087,36.2215302,-86.3278798,6013.4739896243,"1411 W Baddour Parkway, Lebanon, TN 37087-2595"
2185,Williamson Medical Center,C,37067,35.9159522,-86.8179916,6040.0838432752,"4321 Carothers Parkway, Franklin, TN 37067-8542"
2186,Bristol Regional Medical Center,D,37620,36.5858701,-82.2570275,5789.011062591,"1 Medical Park Boulevard, Bristol, TN 37620"
2187,Livingston Regional Hospital,D,38570,36.384718,-85.3284259,5958.363632962,"315 Oak Street, Livingston, TN 38570"
2188,Nashville General Hospital,D,37208,36.16683,-86.807109,6040.0438348441,"1818 Albion Street, Nashville, TN 37208-2918"
2189,Regional One Health,D,38103,35.142566,-90.0319429,6219.9046599247,"877 Jefferson Avenue, Memphis, TN 38103-2897"
2190,Hardin Medical Center,G,38372,35.228479,-88.230313,6118.2299226571,"935 Wayne Road, Savannah, TN 38372-1937"
2191,Methodist University Hospital,G,38104,35.136401,-90.019283,6219.1895032468,"1265 Union Avenue, Memphis, TN 38104"
2192,Volunteer Hospital,G,38237,36.3344873,-88.8684458,6155.1225759233,"161 Mount Pelia Road, Martin, TN 38237-3811"
2193,Ascension Providence,A,76712,31.5144321,-97.1993991,6641.8370469061,"6901 Medical Parkway, Waco, TX 76712-7998"
2194,Ascension Seton Hays,A,78640,30.0082743,-97.8531641,6687.5746846477,"6001 Kyle Parkway, Kyle, TX 78640-6112"
2195,Ascension Seton Medical Center Austin,A,78705,30.3050845,-97.7455162,6679.7513729177,"1201 West 38th Street, Austin, TX 78705-1006"
2196,Ascension Seton Northwest,A,78759,30.4053779,-97.7438081,6679.1746610883,"11113 Research Boulevard, Austin, TX 78759-5236"
2197,Ascension Seton Williamson,A,78665,30.568986,-97.651042,6672.8912098921,"201 Seton Parkway, Round Rock, TX 78665"
2198,Baptist Medical Center,A,78205,29.4336837,-98.4926201,6728.6649536119,"111 Dallas St, San Antonio, TX 78205-1230"
2199,Baptist Saint Anthony's Hospital,A,79106,35.1948946,-101.9197651,6889.4607396703,"1600 Wallace Blvd, Amarillo, TX 79106-1799"
2200,Baylor Scott & White Heart and Vascular Hospital Dallas,A,75226,32.7880409,-96.7809047,6611.6816442929,"621 N. Hall Street, Dallas, TX 75226-1339"
2201,Baylor Scott & White Medical Center - Brenham,A,77833,30.1457862,-96.3992641,6600.2267040818,"700 Medical Parkway, Brenham, TX 77833-5498"
2202,Baylor Scott & White Medical Center - Temple,A,76508,31.0776722,-97.3639855,6653.5308698602,"2401 South 31st Street, Temple, TX 76508-0002"
2203,Baylor Scott & White Medical Center Centennial,A,75035,33.1138423,-96.7706796,6609.6384045233,"12505 Lebanon Road, Frisco, TX 75035-8298"
2204,CHI St. Joseph Health College Station Hospital,A,77845,30.5812822,-96.289711,6592.0178173845,"1604 Rock Prairie Rd, College Station, TX 77845-8345"
2205,CHI St. Joseph Health Regional,A,77802,30.6563472,-96.3469679,6595.1247323581,"2801 Franciscan Drive, Bryan, TX 77802-2599"
2206,CHI St. Luke's Health Brazosport,A,77566,29.0295858,-95.4526266,6547.3767154828,"100 Medical Drive, Lake Jackson, TX 77566-9983"
2207,CHI St. Luke's Health The Woodlands Hospital,A,77384,30.2056425,-95.4606616,6544.0271438976,"17200 ST LUKES WAY, The Woodlands, TX 77384"
2208,CHRISTUS Mother Frances Hospital - Tyler,A,75701,32.342639,-95.290577,6526.7938149588,"800 EAST DAWSON, Tyler, TX 75701-2036"
2209,CHRISTUS Santa Rosa Hospital - San Marcos,A,78666,29.8520491,-97.9459913,6693.8649679389,"1301 Wonder World Drive, San Marcos, TX 78666-7544"
2210,CHRISTUS Spohn Hospital Alice,A,78332,27.7647665,-98.0418408,6709.3895837459,"2500 East Main Street, Alice, TX 78332-4169"
2211,Corpus Christi Medical Center - Bay Area - Heart,A,78412,27.692878,-97.344756,6667.1544900489,"7101 South Padre Island Drive, Corpus Christi, TX 78412"
2212,Dallas Regional Medical Center,A,75149,32.7784879,-96.6005882,6601.2707440427,"1011 N. Galloway Avenue, Mesquite, TX 75149-2433"
2213,Harlingen Medical Center,A,78550,26.157433,-97.675272,6693.7978380301,"5501 South Expressway 77, Harlingen, TX 78550"
